id,rating,comment,cleaned_comment,keywords,sentiment,comment_length
3908011,5,спасибо за работа,спасибо работа,"спасибо, работа",positive,17
3908429,5,спасибо за быстрый решение вопрос лояльность мастер подбор время,спасибо быстрый решение вопрос лояльность мастер подбор время,"спасибо, быстрый, решение",positive,64
3908490,4,спасибо за обратный связь надеяться приложение информация обновиться оплата пройти,спасибо обратный связь надеяться приложение информация обновиться оплата пройти,"спасибо, обратный, связь",positive,82
3908579,5,спасибо за чёткость быстрота,спасибо чёткость быстрота,"спасибо, чёткость, быстрота",positive,28
3908590,5,консультация настройка прибор выполнить очень быстро качественно профессионально спасибо,консультация настройка прибор выполнить очень быстро качественно профессионально спасибо,"консультация, настройка, прибор",positive,88
3908772,5,мастер выполнить работа быстро чисто всё отлично,мастер выполнить работа быстро чисто всё отлично,"мастер, выполнить, работа",positive,48
3908843,5,самый хороший ук спасибо большой за помощь за быстрый работа мгновенный выполнение,самый хороший спасибо большой помощь быстрый работа мгновенный выполнение,"самый, хороший, спасибо",positive,82
3908929,5,очень быстро,очень быстро,"очень, быстро",positive,12
3909086,5,спасибо за оперативный ответ,спасибо оперативный ответ,"спасибо, оперативный, ответ",positive,28
3909146,5,очень удобно получать электронный квитанция давно пора,очень удобно получать электронный квитанция давно пора,"очень, удобно, получать",neutral,54
3909271,5,оперативно выполнить заявка спасибо,оперативно выполнить заявка спасибо,"оперативно, выполнить, заявка",positive,35
3909398,5,спасибо специалист,спасибо специалист,"спасибо, специалист",positive,18
3909430,4,жалко заранее не предупреждать есть тот проблема сейчас мы узнать новость можно написать такой нет такой раздел про формирование квитанция заявка ук не сразу понять где написать,жалко заранее предупреждать проблема узнать новость написать раздел формирование квитанция заявка сразу понять написать,"написать, жалко, заранее",negative,177
3909441,5,огромный спасибо за оперативность,огромный спасибо оперативность,"огромный, спасибо, оперативность",positive,33
3909442,5,спасибо огромный за оперативность,спасибо огромный оперативность,"спасибо, огромный, оперативность",positive,33
3909517,5,благодарить за работа,благодарить работа,"благодарить, работа",neutral,21
3909595,5,всё решить перезвонить спасибо,всё решить перезвонить спасибо,"всё, решить, перезвонить",positive,30
3909682,5,очень быстро всё сделать,очень быстро всё сделать,"очень, быстро, всё",positive,24
3909787,5,всё отлично жаль для сотрудник компания дать услуга не действовать скидка,всё отлично жаль сотрудник компания дать услуга действовать скидка,"всё, отлично, жаль",positive,73
3909863,5,очень приятный менеджер консультант который всё правильно подробно объяснять,очень приятный менеджер консультант который всё правильно подробно объяснять,"очень, приятный, менеджер",neutral,76
3909888,5,спасибо всё супер,спасибо всё супер,"спасибо, всё, супер",positive,17
3910052,5,специалист прийти очень быстро всё быстро исправить спасибо,специалист прийти очень быстро всё быстро исправить спасибо,"быстро, специалист, прийти",positive,59
3910060,5,всё супер вопрос решить быстро,всё супер вопрос решить быстро,"всё, супер, вопрос",positive,30
3910089,5,очень надеяться квитанция быть дублироваться приложение а так оперативно быстро поступить,очень надеяться квитанция дублироваться приложение оперативно быстро поступить,"очень, надеяться, квитанция",positive,89
3910166,5,спасибо большой за быстрый реагирование,спасибо большой быстрый реагирование,"спасибо, большой, быстрый",positive,39
3910233,5,спасибо девочка оператор,спасибо девочка оператор,"спасибо, девочка, оператор",positive,24
3910259,5,менеджер елизавета очень быстро решить мой вопрос спасибо,менеджер елизавета очень быстро решить вопрос спасибо,"менеджер, елизавета, очень",positive,57
3910269,5,спасибо но придумать пожалуйста способ это избежать будущее,спасибо придумать пожалуйста способ это избежать будущее,"спасибо, придумать, пожалуйста",positive,59
3910346,5,спасибо за работа выполнить качественно срок,спасибо работа выполнить качественно срок,"спасибо, работа, выполнить",positive,44
3910406,5,прям молодец порадовать всё чётко,прям молодец порадовать всё чётко,"прям, молодец, порадовать",neutral,33
3910434,5,алексей профессионал свой дело быстро найти проблема устранить она огромный он спасибо,алексей профессионал свой дело быстро найти проблема устранить огромный спасибо,"алексей, профессионал, свой",positive,86
3910685,5,да подтверждать вчера вечером обнаружить устранить спасибо,подтверждать вчера вечером обнаружить устранить спасибо,"подтверждать, вчера, вечером",positive,58
3910836,5,вопрос решить,вопрос решить,"вопрос, решить",neutral,13
3910841,5,спасибо за помощь,спасибо помощь,"спасибо, помощь",positive,17
3910908,5,спасибо очень быстро сработать,спасибо очень быстро сработать,"спасибо, очень, быстро",positive,30
3910977,5,добрый день спасибо за разъяснение весь вы хороший,добрый день спасибо разъяснение весь хороший,"добрый, день, спасибо",positive,50
3911065,5,молодец электрик оперативно решить проблема,молодец электрик оперативно решить проблема,"молодец, электрик, оперативно",neutral,43
3911104,5,быстро аккуратно благодарить,быстро аккуратно благодарить,"быстро, аккуратно, благодарить",positive,28
3911134,5,спасибо большой пусть убирать часто,спасибо большой пусть убирать часто,"спасибо, большой, пусть",positive,35
3911142,5,очень оперативно,очень оперативно,"очень, оперативно",positive,16
3911182,5,всё вежливый информативный,всё вежливый информативный,"всё, вежливый, информативный",neutral,26
3911339,5,спасибо вы за забота о мы наш здоровье экология это замечательный,спасибо забота наш здоровье экология это замечательный,"спасибо, забота, наш",positive,65
3911355,5,работа сотрудник офис ук евгения,работа сотрудник офис евгений,"работа, сотрудник, офис",neutral,32
3911421,5,спасибо за работа всё быстро качественно,спасибо работа всё быстро качественно,"спасибо, работа, всё",positive,40
3911514,5,спасибо большой проблема быть решить очень быстро,спасибо большой проблема решить очень быстро,"спасибо, большой, проблема",positive,49
3911553,5,менеджер наталья дежурный сантехник больший благодарность за оперативный решение проблема,менеджер наталья дежурный сантехник больший благодарность оперативный решение проблема,"менеджер, наталья, дежурный",neutral,89
3911570,5,спасибо оперативно полный мера ответить мой вопрос,спасибо оперативно полный мера ответить вопрос,"спасибо, оперативно, полный",positive,50
3911586,5,быстро качественно устранить наш засор,быстро качественно устранить наш засор,"быстро, качественно, устранить",positive,38
3911663,5,спасибо всё качественно профессионально,спасибо всё качественно профессионально,"спасибо, всё, качественно",positive,39
3911763,5,быстро качественно спасибо,быстро качественно спасибо,"быстро, качественно, спасибо",positive,26
3911815,5,отличный функция спасибо,отличный функция спасибо,"отличный, функция, спасибо",positive,24
3911905,5,спасибо за выполнить работа,спасибо выполнить работа,"спасибо, выполнить, работа",positive,27
3911957,5,очень оперативно благодарить,очень оперативно благодарить,"очень, оперативно, благодарить",positive,28
3911983,5,оперативно чётко сделать аккуратно прибраться после работа,оперативно чётко сделать аккуратно прибраться работа,"оперативно, чётко, сделать",positive,58
3912007,5,спасибо александр за профессионализм быстрый работа,спасибо александр профессионализм быстрый работа,"спасибо, александр, профессионализм",positive,51
3912121,5,всё отлично сделать быстро не дорого,всё отлично сделать быстро дорого,"всё, отлично, сделать",positive,36
3912185,5,спасибо большой за оперативный ответ,спасибо большой оперативный ответ,"спасибо, большой, оперативный",positive,36
3912199,5,спасибо огромный менеджер по страхование евгения гущина за помощь оформление страховка настоящий профессионал свой дело исчерпывающий ответить всё интересовать вопрос,спасибо огромный менеджер страхование евгений гущина помощь оформление страховка настоящий профессионал свой дело исчерпывающий ответить всё интересовать вопрос,"спасибо, огромный, менеджер",positive,166
3912225,5,оперативно профессионально спасибо,оперативно профессионально спасибо,"оперативно, профессионально, спасибо",positive,34
3912227,5,специалист связываться по заявка всё починить спасибо,специалист связываться заявка всё починить спасибо,"специалист, связываться, заявка",positive,53
3912230,5,течение час после создание заявка всё устранить спасибо,течение час создание заявка всё устранить спасибо,"течение, час, создание",positive,55
3912246,5,ремонт выполнить,ремонт выполнить,"ремонт, выполнить",neutral,16
3912277,5,быстро решить проблема спасибо,быстро решить проблема спасибо,"быстро, решить, проблема",positive,30
3912521,5,работа мастер выполнить отлично проблема решиться только при личный визит ук,работа мастер выполнить отлично проблема решиться личный визит,"работа, мастер, выполнить",neutral,76
3912769,5,большой спасибо оксана петрина,большой спасибо оксана петрина,"большой, спасибо, оксана",positive,30
3912975,5,всё оперативно спасибо,всё оперативно спасибо,"всё, оперативно, спасибо",positive,22
3913158,5,добрый день спасибо вопрос решить,добрый день спасибо вопрос решить,"добрый, день, спасибо",positive,33
3913176,5,всё быстро чётко спасибо,всё быстро чётко спасибо,"всё, быстро, чётко",positive,24
3913279,5,очень ответственный девушка ук,очень ответственный девушка,"очень, ответственный, девушка",neutral,30
3913316,5,отлично всё работать,отлично всё работать,"отлично, всё, работать",positive,20
3913442,5,благодарность мастер сделать быстро качественно премия ренат,благодарность мастер сделать быстро качественно премия ренат,"благодарность, мастер, сделать",positive,60
3913486,5,прислать вовремя заранее позвонить уточнить удобный время отличный мастер всё сделать быстро аккуратно,прислать вовремя заранее позвонить уточнить удобный время отличный мастер всё сделать быстро аккуратно,"прислать, вовремя, заранее",positive,102
3913509,5,всё чётко объяснить вопрос не остаться,всё чётко объяснить вопрос остаться,"всё, чётко, объяснить",neutral,38
3913566,5,ну вроде хороший слава бог,вроде хороший слава бог,"вроде, хороший, слава",positive,26
3913676,5,проблема решить быстро оперативно,проблема решить быстро оперативно,"проблема, решить, быстро",positive,33
3913730,5,всё отлично спасибо,всё отлично спасибо,"всё, отлично, спасибо",positive,19
3913971,5,очень быстро вежливый,очень быстро вежливый,"очень, быстро, вежливый",positive,21
3913976,5,второй специалист всё отлично решить спасибо,второй специалист всё отлично решить спасибо,"второй, специалист, всё",positive,44
3914097,5,благадарить специалист,благадарить специалист,"благадарить, специалист",neutral,22
3914189,5,очень быстро качественно спасибо,очень быстро качественно спасибо,"очень, быстро, качественно",positive,32
3914351,5,спасибо большой всё сделать супер,спасибо большой всё сделать супер,"спасибо, большой, всё",positive,33
3914367,5,комод убрать большой спасибо за оперативный решение,комод убрать большой спасибо оперативный решение,"комод, убрать, большой",positive,51
3914531,5,хотеть выразить особый благодарность татьяна за проявить интерес к мой вопрос,хотеть выразить особый благодарность татьяна проявить интерес вопрос,"хотеть, выразить, особый",neutral,77
3914571,5,очень быстро отреагировать устранить проблема,очень быстро отреагировать устранить проблема,"очень, быстро, отреагировать",neutral,45
3914622,5,вот теперь всё дать правильно внести спасибо,всё дать правильно внести спасибо,"всё, дать, правильно",positive,44
3914767,5,спасибо за оперативный помощь,спасибо оперативный помощь,"спасибо, оперативный, помощь",positive,29
3914795,5,спасибо ключ рабочий,спасибо ключ рабочий,"спасибо, ключ, рабочий",positive,20
3914807,5,круто быстро спасибо,круто быстро спасибо,"круто, быстро, спасибо",positive,20
3914918,5,быстро эффективно,быстро эффективно,"быстро, эффективно",positive,17
3915053,5,отличный сантехник,отличный сантехник,"отличный, сантехник",positive,18
3915266,5,очень оперативно спасибо,очень оперативно спасибо,"очень, оперативно, спасибо",positive,24
3915342,5,оперативно благодарить,оперативно благодарить,"оперативно, благодарить",positive,22
3915543,5,быстро среагировать решить проблема спасибо,быстро среагировать решить проблема спасибо,"быстро, среагировать, решить",positive,43
3915644,5,быстро сделать,быстро сделать,"быстро, сделать",positive,14
3916307,5,добрый день вопрос решить очень быстро благодарить за работа оперативность,добрый день вопрос решить очень быстро благодарить работа оперативность,"добрый, день, вопрос",positive,74
3916394,5,всё хорошо очень доступно всё объяснить,всё очень доступно всё объяснить,"всё, очень, доступно",neutral,39
3916525,5,мастер всё рука спасибо большой,мастер всё рука спасибо большой,"мастер, всё, рука",positive,31
3916845,5,да спасибо пока не сломать,спасибо пока сломать,"спасибо, пока, сломать",positive,26
3917220,5,всё очень быстро качественно сделать сантехник сергей,всё очень быстро качественно сделать сантехник сергей,"всё, очень, быстро",positive,53
3917341,5,спасибо огромный,спасибо огромный,"спасибо, огромный",positive,16
3917445,5,большой спасибо очень внимательно клиентоориентированность высокий уровень,большой спасибо очень внимательно клиентоориентированность высокий уровень,"большой, спасибо, очень",positive,74
3917598,5,спасибо большой за оперативный решение,спасибо большой оперативный решение,"спасибо, большой, оперативный",positive,38
3917634,5,отличный обслуживание,отличный обслуживание,"отличный, обслуживание",positive,21
3917644,5,всё решить,всё решить,"всё, решить",neutral,10
3918118,5,быстро выявить ошибка показание не стать делать убыток я позвонить я уточнить решить всё огромный спасибо вы меняться хороший сторона,быстро выявить ошибка показание стать делать убыток позвонить уточнить решить всё огромный спасибо меняться хороший сторона,"быстро, выявить, ошибка",positive,133
3918621,5,ключ работать,ключ работать,"ключ, работать",neutral,13
3918647,5,спасибо большой выполнить работа быстро аккуратно,спасибо большой выполнить работа быстро аккуратно,"спасибо, большой, выполнить",positive,49
3918748,5,всё быстро качественно договориться спасибо,всё быстро качественно договориться спасибо,"всё, быстро, качественно",positive,43
3918861,5,всё отлично спасибо большой,всё отлично спасибо большой,"всё, отлично, спасибо",positive,27
3919084,5,самый вежливый работник,самый вежливый работник,"самый, вежливый, работник",neutral,23
3919087,5,чётко я оперативно,чётко оперативно,"чётко, оперативно",positive,18
3919099,5,спасибо за выписка счёт этот сумма когда подкрепить приложение,спасибо выписка счёт сумма подкрепить приложение,"спасибо, выписка, счёт",positive,62
3919231,5,достаточно быстро спасибо,достаточно быстро спасибо,"достаточно, быстро, спасибо",positive,25
3919253,5,оперативно устранить дать консультация,оперативно устранить дать консультация,"оперативно, устранить, дать",positive,38
3919349,5,спасибо огромный специалист за оперативность профессионализм,спасибо огромный специалист оперативность профессионализм,"спасибо, огромный, специалист",positive,60
3919367,5,напор стать хороший спасибо,напор стать хороший спасибо,"напор, стать, хороший",positive,27
3919407,5,благодарить за качественный оперативный работа сотрудник ук хороший пожелание к вы,благодарить качественный оперативный работа сотрудник хороший пожелание,"благодарить, качественный, оперативный",positive,82
3919607,5,всё отлично спасибо за быстрый устранение проблема,всё отлично спасибо быстрый устранение проблема,"всё, отлично, спасибо",positive,50
3919776,5,оперативно среагировать прийти большой количество строитель помочь убрать весь вода,оперативно среагировать прийти большой количество строитель помочь убрать весь вода,"оперативно, среагировать, прийти",positive,83
3919877,5,виталик молодец,виталик молодец,"виталик, молодец",neutral,15
3920112,5,спасибо большой всё быстро починить спасибо за хороший работа,спасибо большой всё быстро починить спасибо хороший работа,"спасибо, большой, всё",positive,61
3920141,5,быть протечка смеситель ванная мастер прийти течение пол час поменять прокладка вопрос решить,протечка смеситель ванная мастер прийти течение пол час поменять прокладка вопрос решить,"протечка, смеситель, ванная",neutral,93
3920353,5,самый хороший клиентский менеджер всегда идеально решать всё вопрос,самый хороший клиентский менеджер идеально решать всё вопрос,"самый, хороший, клиентский",positive,67
3920384,5,быстро устранить проблема,быстро устранить проблема,"быстро, устранить, проблема",neutral,25
3920419,5,заявка выполнить мгновенно,заявка выполнить мгновенно,"заявка, выполнить, мгновенно",neutral,26
3920519,5,спасибо татьяна быстро понятно всё объяснить,спасибо татьяна быстро понятно всё объяснить,"спасибо, татьяна, быстро",positive,44
3920546,5,быстрый реакция обращение данный момент протечка нет,быстрый реакция обращение данный момент протечка,"быстрый, реакция, обращение",positive,52
3920898,5,вопрос быть решить оперативно спасибо сантехник так менеджер к сожаление не спросить имя,вопрос решить оперативно спасибо сантехник менеджер сожаление спросить имя,"вопрос, решить, оперативно",positive,88
3920982,5,выполнить быстро качественно починить перила,выполнить быстро качественно починить перила,"выполнить, быстро, качественно",positive,44
3921006,5,спасибо за оперативно отработать заявка,спасибо оперативно отработать заявка,"спасибо, оперативно, отработать",positive,39
3921008,5,очень грамотный специалист устранить моментально,очень грамотный специалист устранить моментально,"очень, грамотный, специалист",neutral,48
3921012,5,спасибо за оперативный уборка,спасибо оперативный уборка,"спасибо, оперативный, уборка",positive,29
3921069,5,проблема решить дверь взаимодействие овд игнорировать,проблема решить дверь взаимодействие овд игнорировать,"проблема, решить, дверь",negative,53
3921087,5,спасибо большой очень быстро оперативно мастер классный отлично знать свой работа,спасибо большой очень быстро оперативно мастер классный отлично знать свой работа,"спасибо, большой, очень",positive,81
3921135,4,быть бы звезда но прийтись действовать через руководство поэтому четыре,звезда прийтись действовать руководство поэтому четыре,"звезда, прийтись, действовать",neutral,71
3921169,5,сантехник прийти течение минута вежливый проблема разрешить,сантехник прийти течение минута вежливый проблема разрешить,"сантехник, прийти, течение",negative,59
3921394,5,спасибо сегодня возвращаться домой запах не почувствовать,спасибо сегодня возвращаться домой запах почувствовать,"спасибо, сегодня, возвращаться",positive,57
3921414,5,электрик прибежать оперативно отключить сигнал пожарный тревога,электрик прибежать оперативно отключить сигнал пожарный тревога,"электрик, прибежать, оперативно",positive,63
3921572,5,большой спасибо очень оперативно,большой спасибо очень оперативно,"большой, спасибо, очень",positive,32
3921610,5,всё быстро оперативно спасибо,всё быстро оперативно спасибо,"всё, быстро, оперативно",positive,29
3921850,4,проблема устранить но не сообщить по запрос сколько потребоваться время её решение,проблема устранить сообщить запрос сколько потребоваться время решение,"проблема, устранить, сообщить",negative,82
3921888,5,спасибо за прямой связь специалист который смочь устранить неисправность,спасибо прямой связь специалист который смочь устранить неисправность,"спасибо, прямой, связь",positive,72
3921907,5,проблема решить теперь всё работать надо,проблема решить всё работать,"проблема, решить, всё",negative,40
3922048,5,день звонить быть занятый за руль извинить вечером прислать домой всё пересмотреть проверить ваш информация спасибо мы всё понятно всё каждый вопрос вы ответить спасибо вы большой,день звонить занятый руль извинить вечером прислать домой всё пересмотреть проверить ваш информация спасибо всё понятно всё каждый вопрос ответить спасибо большой,"всё, спасибо, день",positive,179
3922180,5,большой спасибо всё нормально работать,большой спасибо всё нормально работать,"большой, спасибо, всё",positive,38
3922350,5,очень оперативно вс исправить,очень оперативно исправить,"очень, оперативно, исправить",positive,29
3922395,5,быстро качествено оперативно,быстро качествено оперативно,"быстро, качествено, оперативно",positive,28
3922415,5,отзвониться зафиксировать дежурный электрик молодец,отзвониться зафиксировать дежурный электрик молодец,"отзвониться, зафиксировать, дежурный",neutral,51
3922505,5,всё очень быстро сделать,всё очень быстро сделать,"всё, очень, быстро",positive,24
3922516,5,спасибо огромный за быстрый решение мой заявка,спасибо огромный быстрый решение заявка,"спасибо, огромный, быстрый",positive,46
3922726,5,электрик прийти всё проверить мы объяснить всё спасибо большой,электрик прийти всё проверить объяснить всё спасибо большой,"всё, электрик, прийти",positive,62
3922770,5,только положительный эмоция специалист очень ответственный огромный благодарность,положительный эмоция специалист очень ответственный огромный благодарность,"положительный, эмоция, специалист",neutral,81
3922826,5,откусить конец сгореть ноль заменить левый автомат быть наблюдать далее,откусить конец сгореть ноль заменить левый автомат наблюдать далее,"откусить, конец, сгореть",neutral,71
3922849,5,мастер александр спасибо большой,мастер александр спасибо большой,"мастер, александр, спасибо",positive,32
3922963,5,вежливый доброжелательный разъяснить подсказать,вежливый доброжелательный разъяснить подсказать,"вежливый, доброжелательный, разъяснить",neutral,47
3923000,5,хороший девушка менеджер очень понятливый войти положение весь житель донести это до руководство благодарить её,хороший девушка менеджер очень понятливый войти положение весь житель донести это руководство благодарить,"хороший, девушка, менеджер",positive,111
3923075,5,спасибо большой за оперативность хороший день вы,спасибо большой оперативность хороший день,"спасибо, большой, оперативность",positive,48
3923181,5,всё хорошо быстро прийти мастер сделать всё чётко,всё быстро прийти мастер сделать всё чётко,"всё, быстро, прийти",positive,49
3923198,5,самый главное оперативно,самый главное оперативно,"самый, главное, оперативно",positive,24
3923385,5,прекрасный мастер,прекрасный мастер,"прекрасный, мастер",neutral,17
3923395,5,сергей анатолиевич мастер свой дело выполнить работа быстро качественно спасибо,сергей анатолиевич мастер свой дело выполнить работа быстро качественно спасибо,"сергей, анатолиевич, мастер",positive,79
3923512,5,отличный специалист вопрос решить спасибо,отличный специалист вопрос решить спасибо,"отличный, специалист, вопрос",positive,41
3923554,5,устранить неполадка очень оперативно качественно большой спасибо,устранить неполадка очень оперативно качественно большой спасибо,"устранить, неполадка, очень",positive,64
3923598,1,сделать после тот написать наш город заявка сосед,сделать написать наш город заявка сосед,"сделать, написать, наш",neutral,49
3923670,5,оперативно быстро спасибо сергей,оперативно быстро спасибо сергей,"оперативно, быстро, спасибо",positive,32
3923717,5,спасибо вы классный,спасибо классный,"спасибо, классный",positive,19
3923890,5,хороший вид,хороший вид,"хороший, вид",positive,11
3924204,5,благодарить за оперативный устранение проблема отдельный благодарность мастер за подробный разъяснение о причина отсутствие горячейвода приятный общение человеческий отношение,благодарить оперативный устранение проблема отдельный благодарность мастер подробный разъяснение причина отсутствие горячейвода приятный общение человеческий отношение,"благодарить, оперативный, устранение",neutral,175
3924205,5,спасибо большой вы за работа,спасибо большой работа,"спасибо, большой, работа",positive,28
3924313,5,всё быстро оперативно,всё быстро оперативно,"всё, быстро, оперативно",positive,21
3924411,4,вопрос решить ну мусорк снова полный можно поставить два контейнер,вопрос решить мусорк снова полный поставить контейнер,"вопрос, решить, мусорк",neutral,66
3924430,5,спасибо не делать так большой или хотя бы заранее предупреждать о ранний отключение вода чтоб человек вечер успеть её набрать,спасибо делать большой хотя заранее предупреждать ранний отключение вода человек вечер успеть набрать,"спасибо, делать, большой",positive,125
3924431,5,приехать быстро спасибо,приехать быстро спасибо,"приехать, быстро, спасибо",positive,23
3924473,5,всё быстро работа выполнить,всё быстро работа выполнить,"всё, быстро, работа",positive,27
3924568,5,спасибо отлично,спасибо отлично,"спасибо, отлично",positive,15
3924647,5,спасибо за быстрый реакция,спасибо быстрый реакция,"спасибо, быстрый, реакция",positive,26
3924661,5,всё супер,всё супер,"всё, супер",neutral,9
3924836,5,претензия нет,претензия,претензия,neutral,13
3924911,5,спасибо большой мастер всё починить объяснить,спасибо большой мастер всё починить объяснить,"спасибо, большой, мастер",positive,45
3925142,5,спасибо большой весь кто помочь решить данный проблема,спасибо большой весь помочь решить данный проблема,"спасибо, большой, весь",neutral,54
3925271,5,спасибо огромный петрина оксана вдадимирович из заявка только она смочь правильно ответить заявка а остальной мочь увольнять работать видно для галочка,спасибо огромный петрина оксана вдадимирович заявка смочь правильно ответить заявка остальной мочь увольнять работать видно галочка,"заявка, спасибо, огромный",positive,151
3925338,5,всё очень хорошо,всё очень,"всё, очень",neutral,16
3925362,5,быстро чётко,быстро чётко,"быстро, чётко",positive,12
3925459,5,замечательный шутро быстро сделать молодец,замечательный шутро быстро сделать молодец,"замечательный, шутро, быстро",positive,42
3925547,5,спасибо решить оперативно,спасибо решить оперативно,"спасибо, решить, оперативно",positive,25
3925616,5,отличный специалист,отличный специалист,"отличный, специалист",positive,19
3925656,5,спасибо никита,спасибо никита,"спасибо, никита",positive,14
3925871,5,оперативно очень вежливый сантехник приятно быть общаться получить решение проблема через минута спасибо,оперативно очень вежливый сантехник приятно общаться получить решение проблема минута спасибо,"оперативно, очень, вежливый",positive,104
